province,year,month,mean_lights
Cagayan,2013,1,-0.038610754
Isabela,2013,1,-0.010294352
Nueva Vizcaya,2013,1,-0.008957605
Quirino,2013,1,-0.010755528
Albay,2013,1,0.03873807
Camarines Norte,2013,1,-0.035946891
Camarines Sur,2013,1,-0.004703014
Catanduanes,2013,1,-0.086073138
Masbate,2013,1,-0.054411954
Sorsogon,2013,1,-0.037834238
Aklan,2013,1,-0.008596432
Antique,2013,1,-0.02258252
Capiz,2013,1,-0.036718948
Negros Occidental,2013,1,0.138185903
Bohol,2013,1,-0.011668838
Cebu,2013,1,0.631034016
Negros Oriental,2013,1,-0.005033785
Siquijor,2013,1,-0.029991623
Eastern Samar,2013,1,-0.083965529
Northern Samar,2013,1,-0.082538242
Southern Leyte,2013,1,-0.040045886
Samar,2013,1,-0.077896941
Agusan Del Norte,2013,1,-0.017378549
Agusan Del Sur,2013,1,-0.076596108
Surigao Del Sur,2013,1,-0.047702912
Lanao Del Sur,2013,1,-0.053599098
Sulu,2013,1,-0.076287082
Tawi-tawi,2013,1,-0.072513353
Basilan,2013,1,-0.026471447
Zamboanga Del Norte,2013,1,-0.057463985
Bukidnon,2013,1,-0.04749915
Camiguin,2013,1,-0.035882344
Misamis Occidental,2013,1,-0.073387478
Misamis Oriental,2013,1,0.185611647
Lanao Del Norte,2013,1,-0.069241488
Davao Del Sur,2013,1,0.198881213
Davao Oriental,2013,1,-0.100514162
North Cotabato,2013,1,-0.069312618
Sultan Kudarat,2013,1,-0.092664844
Bataan,2013,1,0.719873623
Bulacan,2013,1,0.696818421
Nueva Ecija,2013,1,0.075274035
Pampanga,2013,1,1.445780385
Tarlac,2013,1,0.26950646
Zambales,2013,1,0.317494601
Aurora,2013,1,-0.055376043
Batangas,2013,1,0.674892383
Cavite,2013,1,1.946339862
Laguna,2013,1,1.238497888
Quezon,2013,1,0.011986864
Rizal,2013,1,0.949285881
Marinduque,2013,1,-0.063588958
Mindoro Occidental,2013,1,-0.007562805
Mindoro Oriental,2013,1,0.02097969
Palawan,2013,1,-0.063596254
Romblon,2013,1,-0.059311903
Guimaras,2013,2,0.163126143
Iloilo,2013,2,0.249162765
Biliran,2013,2,0.099426483
Leyte,2013,2,0.178858477
Saranggani,2013,2,0.256672375
South Cotabato,2013,2,0.518191057
Compostela,2013,2,0.1765009
Davao del Norte,2013,2,0.322085563
Zamboanga Sibugay,2013,2,0.126426437
Zamboanga Del Sur,2013,2,0.224672619
Dinagat,2013,2,0.134817552
Surigao Del Norte,2013,2,0.175071254
Maguindanao,2013,2,0.215925632
Shariff Kabunsuan,2013,2,0.206859446
Abra,2013,2,0.093359366
Apayao,2013,2,0.017756275
Benguet,2013,2,0.682716446
Ifugao,2013,2,0.043382421
Kalinga,2013,2,0.052769907
Mountain Province,2013,2,0.077686169
Metropolitan Manila,2013,2,16.61369728
Ilocos Norte,2013,2,0.155179955
Ilocos Sur,2013,2,0.196540063
La Union,2013,2,0.274300942
Pangasinan,2013,2,0.303289314
Batanes,2013,2,0.028221981
Cagayan,2013,2,0.048421117
Isabela,2013,2,0.089466422
Nueva Vizcaya,2013,2,0.071732923
Quirino,2013,2,0.046329131
Albay,2013,2,0.185450166
Camarines Norte,2013,2,0.061245639
Camarines Sur,2013,2,0.118407737
Catanduanes,2013,2,0.044644766
Masbate,2013,2,0.084220358
Sorsogon,2013,2,0.096245249
Aklan,2013,2,0.153193033
Antique,2013,2,0.14251124
Capiz,2013,2,0.126604412
Negros Occidental,2013,2,0.261047664
Bohol,2013,2,0.123261646
Cebu,2013,2,0.782209072
Negros Oriental,2013,2,0.166770021
Siquijor,2013,2,0.14271394
Eastern Samar,2013,2,0.072608411
Northern Samar,2013,2,0.089935499
Southern Leyte,2013,2,0.101087497
Samar,2013,2,0.089961668
Agusan Del Norte,2013,2,0.180815632
Agusan Del Sur,2013,2,0.119802971
Surigao Del Sur,2013,2,0.154839139
Lanao Del Sur,2013,2,0.154232747
Sulu,2013,2,0.142282188
Tawi-tawi,2013,2,0.234151435
Basilan,2013,2,0.17094344
Zamboanga Del Norte,2013,2,0.13947055
Bukidnon,2013,2,0.186095711
Camiguin,2013,2,0.14482328
Misamis Occidental,2013,2,0.153866067
Misamis Oriental,2013,2,0.526349277
Lanao Del Norte,2013,2,0.258127607
Davao Del Sur,2013,2,0.698304679
Davao Oriental,2013,2,0.169198331
North Cotabato,2013,2,0.190720089
Sultan Kudarat,2013,2,0.198426538
Bataan,2013,2,0.849922442
Bulacan,2013,2,0.809807704
Nueva Ecija,2013,2,0.187238744
Pampanga,2013,2,1.559916302
Tarlac,2013,2,0.400749507
Zambales,2013,2,0.262612422
Aurora,2013,2,0.039318768
Batangas,2013,2,0.828213636
Cavite,2013,2,2.152613746
Laguna,2013,2,1.439110575
Quezon,2013,2,0.11089348
Rizal,2013,2,1.021879261
Marinduque,2013,2,0.07241375
Mindoro Occidental,2013,2,0.149379004
Mindoro Oriental,2013,2,0.10418752
Palawan,2013,2,0.067587303
Romblon,2013,2,0.049133368
Guimaras,2013,3,0.147377612
Iloilo,2013,3,0.329130192
Biliran,2013,3,0.182491659
Leyte,2013,3,0.276513344
Saranggani,2013,3,0.160081026
South Cotabato,2013,3,0.476596531
Compostela,2013,3,0.174378256
Davao del Norte,2013,3,0.329120405
Zamboanga Sibugay,2013,3,0.143715
Zamboanga Del Sur,2013,3,0.26115901
Dinagat,2013,3,0.181809988
Surigao Del Norte,2013,3,0.22506302
Maguindanao,2013,3,0.203439553
Shariff Kabunsuan,2013,3,0.215858156
Abra,2013,3,0.078958501
Apayao,2013,3,0.076377817
Benguet,2013,3,0.441839918
Ifugao,2013,3,0.099631721
Kalinga,2013,3,0.084788359
Mountain Province,2013,3,0.085592212
Metropolitan Manila,2013,3,16.99750725
Ilocos Norte,2013,3,0.209751361
Ilocos Sur,2013,3,0.218136946
La Union,2013,3,0.32047575
Pangasinan,2013,3,0.353595483
Batanes,2013,3,0.070276976
Cagayan,2013,3,0.114542088
Isabela,2013,3,0.130899391
Nueva Vizcaya,2013,3,0.142014655
Quirino,2013,3,0.10524896
Albay,2013,3,0.270823633
Camarines Norte,2013,3,0.147888453
Camarines Sur,2013,3,0.198023443
Catanduanes,2013,3,0.121863956
Masbate,2013,3,0.1467542
Sorsogon,2013,3,0.172024692
Aklan,2013,3,0.192005011
Antique,2013,3,0.206439959
Capiz,2013,3,0.170545831
Negros Occidental,2013,3,0.332823192
Bohol,2013,3,0.199071954
Cebu,2013,3,0.796170219
Negros Oriental,2013,3,0.212874461
Siquijor,2013,3,0.163899571
Eastern Samar,2013,3,0.12518346
Northern Samar,2013,3,0.132346132
Southern Leyte,2013,3,0.170849609
Samar,2013,3,0.133710336
Agusan Del Norte,2013,3,0.231568481
Agusan Del Sur,2013,3,0.142330462
Surigao Del Sur,2013,3,0.171282098
Lanao Del Sur,2013,3,0.192260773
Sulu,2013,3,0.162452326
Tawi-tawi,2013,3,0.138052868
Basilan,2013,3,0.138596515
Zamboanga Del Norte,2013,3,0.140810014
Bukidnon,2013,3,0.206618058
Camiguin,2013,3,0.175940055
Misamis Occidental,2013,3,0.194626594
Misamis Oriental,2013,3,0.581712438
Lanao Del Norte,2013,3,0.263115004
Davao Del Sur,2013,3,0.666293548
Davao Oriental,2013,3,0.135271215
North Cotabato,2013,3,0.19297953
Sultan Kudarat,2013,3,0.176868879
Bataan,2013,3,0.941398073
Bulacan,2013,3,0.879156726
Nueva Ecija,2013,3,0.231819013
Pampanga,2013,3,1.532337917
Tarlac,2013,3,0.42744497
Zambales,2013,3,0.262763365
Aurora,2013,3,0.093943402
Batangas,2013,3,0.894169589
Cavite,2013,3,2.403932103
Laguna,2013,3,1.564977751
Quezon,2013,3,0.185179659
Rizal,2013,3,1.15350469
Marinduque,2013,3,0.144773492
Mindoro Occidental,2013,3,0.135699368
Mindoro Oriental,2013,3,0.168915009
Palawan,2013,3,0.13838421
Romblon,2013,3,0.12780338
Guimaras,2013,4,0.170109061
Iloilo,2013,4,0.320309387
Biliran,2013,4,0.155173266
Leyte,2013,4,0.277878725
Saranggani,2013,4,0.12468845
South Cotabato,2013,4,0.40927739
Compostela,2013,4,0.149982321
Davao del Norte,2013,4,0.290193819
Zamboanga Sibugay,2013,4,0.13106699
Zamboanga Del Sur,2013,4,0.280523688
Dinagat,2013,4,0.160340025
Surigao Del Norte,2013,4,0.182467473
Maguindanao,2013,4,0.204862949
Shariff Kabunsuan,2013,4,0.22060215
Abra,2013,4,0.101263884
Apayao,2013,4,0.092869139
Benguet,2013,4,0.501665107
Ifugao,2013,4,0.146485823
Kalinga,2013,4,0.086356788
Mountain Province,2013,4,0.101926217
Metropolitan Manila,2013,4,19.04502296
Ilocos Norte,2013,4,0.2295753
Ilocos Sur,2013,4,0.230976679
La Union,2013,4,0.319162254
Pangasinan,2013,4,0.379305052
Batanes,2013,4,0.110043059
Cagayan,2013,4,0.131737718
Isabela,2013,4,0.176312746
Nueva Vizcaya,2013,4,0.167544778
Quirino,2013,4,0.118730617
Albay,2013,4,0.265808435
Camarines Norte,2013,4,0.154669819
Camarines Sur,2013,4,0.209428588
Catanduanes,2013,4,0.109069613
Masbate,2013,4,0.133319987
Sorsogon,2013,4,0.156341283
Aklan,2013,4,0.181787729
Antique,2013,4,0.188542635
Capiz,2013,4,0.173761625
Negros Occidental,2013,4,0.350620739
Bohol,2013,4,0.236200817
Cebu,2013,4,0.944826744
Negros Oriental,2013,4,0.258556143
Siquijor,2013,4,0.201339453
Eastern Samar,2013,4,0.093476701
Northern Samar,2013,4,0.10533012
Southern Leyte,2013,4,0.1530123
Samar,2013,4,0.099771633
Agusan Del Norte,2013,4,0.205883612
Agusan Del Sur,2013,4,0.123149921
Surigao Del Sur,2013,4,0.133535025
Lanao Del Sur,2013,4,0.2058642
Sulu,2013,4,0.122851908
Tawi-tawi,2013,4,0.075809039
Basilan,2013,4,0.117740747
Zamboanga Del Norte,2013,4,0.150193447
Bukidnon,2013,4,0.192398905
Camiguin,2013,4,0.165593601
Misamis Occidental,2013,4,0.187804315
Misamis Oriental,2013,4,0.502259408
Lanao Del Norte,2013,4,0.26447389
Davao Del Sur,2013,4,0.601346237
Davao Oriental,2013,4,0.110870056
North Cotabato,2013,4,0.184534681
Sultan Kudarat,2013,4,0.165144951
Bataan,2013,4,0.912589426
Bulacan,2013,4,0.917248683
Nueva Ecija,2013,4,0.282804581
Pampanga,2013,4,1.58510186
Tarlac,2013,4,0.476774113
Zambales,2013,4,0.297033549
Aurora,2013,4,0.097868469
Batangas,2013,4,0.956262578
Cavite,2013,4,2.531048107
Laguna,2013,4,1.675210886
Quezon,2013,4,0.192961313
Rizal,2013,4,1.268531811
Marinduque,2013,4,0.162849224
Mindoro Occidental,2013,4,0.123099877
Mindoro Oriental,2013,4,0.15259141
Palawan,2013,4,0.102233802
Romblon,2013,4,0.111639187
Guimaras,2013,5,0.226898114
Iloilo,2013,5,0.371369343
Biliran,2013,5,0.192213074
Leyte,2013,5,0.308547795
Saranggani,2013,5,0.164150326
South Cotabato,2013,5,0.408940694
Compostela,2013,5,0.112969719
Davao del Norte,2013,5,0.260638269
Zamboanga Sibugay,2013,5,0.08174149
Zamboanga Del Sur,2013,5,0.18237584
Dinagat,2013,5,0.182268946
Surigao Del Norte,2013,5,0.266794259
Maguindanao,2013,5,0.128746351
Shariff Kabunsuan,2013,5,0.135813233
Abra,2013,5,0.092213351
Apayao,2013,5,0.090934033
Benguet,2013,5,0.402953284
Ifugao,2013,5,0.117307498
Kalinga,2013,5,0.105831425
Mountain Province,2013,5,0.094565231
Metropolitan Manila,2013,5,17.77887224
Ilocos Norte,2013,5,0.207994327
Ilocos Sur,2013,5,0.223925068
La Union,2013,5,0.331442562
Pangasinan,2013,5,0.325360516
Batanes,2013,5,0.156326891
Cagayan,2013,5,0.14034216
Isabela,2013,5,0.166306075
Nueva Vizcaya,2013,5,0.126395022
Quirino,2013,5,0.103033111
Albay,2013,5,0.332625504
Camarines Norte,2013,5,0.189964784
Camarines Sur,2013,5,0.244009479
Catanduanes,2013,5,0.142980893
Masbate,2013,5,0.194950187
Sorsogon,2013,5,0.242305901
Aklan,2013,5,0.242911794
Antique,2013,5,0.189781885
Capiz,2013,5,0.219695487
Negros Occidental,2013,5,0.389065391
Bohol,2013,5,0.196401184
Cebu,2013,5,1.179843433
Negros Oriental,2013,5,0.232660995
Siquijor,2013,5,0.220868154
Eastern Samar,2013,5,0.131378196
Northern Samar,2013,5,0.147467474
Southern Leyte,2013,5,0.138499281
Samar,2013,5,0.140896116
Agusan Del Norte,2013,5,0.184190903
Agusan Del Sur,2013,5,0.077893486
Surigao Del Sur,2013,5,0.093329698
Lanao Del Sur,2013,5,0.119868714
Sulu,2013,5,0.086393098
Tawi-tawi,2013,5,0.06511608
Basilan,2013,5,0.092862821
Zamboanga Del Norte,2013,5,0.116558021
Bukidnon,2013,5,0.108598489
Camiguin,2013,5,0.101955926
Misamis Occidental,2013,5,0.134619696
Misamis Oriental,2013,5,0.60060916
Lanao Del Norte,2013,5,0.193191488
Davao Del Sur,2013,5,0.450227736
Davao Oriental,2013,5,0.086719834
North Cotabato,2013,5,0.083959677
Sultan Kudarat,2013,5,0.113765498
Bataan,2013,5,0.84042505
Bulacan,2013,5,0.833112096
Nueva Ecija,2013,5,0.241339294
Pampanga,2013,5,1.491102257
Tarlac,2013,5,0.398760454
Zambales,2013,5,0.259572562
Aurora,2013,5,0.110668359
Batangas,2013,5,0.869428747
Cavite,2013,5,2.278992247
Laguna,2013,5,1.546911194
Quezon,2013,5,0.207265185
Rizal,2013,5,1.035502522
Marinduque,2013,5,0.157673966
Mindoro Occidental,2013,5,0.103512465
Mindoro Oriental,2013,5,0.15575317
Palawan,2013,5,0.129066061
Romblon,2013,5,0.154384036
Guimaras,2013,6,0.00349096
Iloilo,2013,6,0.118017359
Biliran,2013,6,0.102223356
Leyte,2013,6,0.019167036
Saranggani,2013,6,0.15345258
South Cotabato,2013,6,0.32551848
Compostela,2013,6,0.250869588
Davao del Norte,2013,6,0.353283943
Zamboanga Sibugay,2013,6,0.228723659
Zamboanga Del Sur,2013,6,0.399743481
Dinagat,2013,6,0.200316097
Surigao Del Norte,2013,6,0.340624643
Maguindanao,2013,6,0.250590388
Shariff Kabunsuan,2013,6,0.22930051
Abra,2013,6,0.074605504
Apayao,2013,6,0.089850055
Benguet,2013,6,0.387329426
Ifugao,2013,6,0.101631508
Kalinga,2013,6,0.075134435
Mountain Province,2013,6,0.069829425
Metropolitan Manila,2013,6,13.47735794
Ilocos Norte,2013,6,0.185832076
Ilocos Sur,2013,6,0.184753136
La Union,2013,6,0.300913574
Pangasinan,2013,6,0.268373456
Batanes,2013,6,0.072326162
Cagayan,2013,6,0.106681563
Isabela,2013,6,0.112813225
Nueva Vizcaya,2013,6,0.103067976
Quirino,2013,6,0.079834999
Albay,2013,6,0.209744633
Camarines Norte,2013,6,0.168820513
Camarines Sur,2013,6,0.169032012
Catanduanes,2013,6,0.122052402
Masbate,2013,6,0.06210379
Sorsogon,2013,6,0.119504839
Aklan,2013,6,0.025325729
Antique,2013,6,0.121962209
Capiz,2013,6,0.032231005
Negros Occidental,2013,6,0.036984111
Bohol,2013,6,0.006160643
Cebu,2013,6,0.141397162
Negros Oriental,2013,6,0.094326768
Siquijor,2013,6,0.115828541
Eastern Samar,2013,6,0.002805363
Northern Samar,2013,6,0.1089822
Southern Leyte,2013,6,0.028778689
Samar,2013,6,0.061714343
Agusan Del Norte,2013,6,0.262387665
Agusan Del Sur,2013,6,0.166123041
Surigao Del Sur,2013,6,0.155006857
Lanao Del Sur,2013,6,0.309851462
Sulu,2013,6,0.159938328
Tawi-tawi,2013,6,0.131413217
Basilan,2013,6,0.311551563
Zamboanga Del Norte,2013,6,0.236240227
Bukidnon,2013,6,0.243987222
Camiguin,2013,6,0.185455579
Misamis Occidental,2013,6,0.298091046
Misamis Oriental,2013,6,0.521568937
Lanao Del Norte,2013,6,0.357905858
Davao Del Sur,2013,6,0.495992601
Davao Oriental,2013,6,0.196115306
North Cotabato,2013,6,0.243591384
Sultan Kudarat,2013,6,0.20084262
Bataan,2013,6,0.694261064
Bulacan,2013,6,0.578056225
Nueva Ecija,2013,6,0.223455034
Pampanga,2013,6,0.531105439
Tarlac,2013,6,0.374838834
Zambales,2013,6,0.17707767
Aurora,2013,6,0.079548192
Batangas,2013,6,0.845703463
Cavite,2013,6,2.203785566
Laguna,2013,6,1.579911909
Quezon,2013,6,0.199430896
Rizal,2013,6,1.125885392
Marinduque,2013,6,0.171496674
Mindoro Occidental,2013,6,0.119331174
Mindoro Oriental,2013,6,0.171608031
Palawan,2013,6,0.1285814
Romblon,2013,6,0.084623212
Guimaras,2013,7,0.01429165
Iloilo,2013,7,0.020850782
Biliran,2013,7,0.089176035
Leyte,2013,7,0.195751993
Saranggani,2013,7,0.077373432
South Cotabato,2013,7,0.320233697
Compostela,2013,7,0.071199568
Davao del Norte,2013,7,0.229594411
Zamboanga Sibugay,2013,7,0.051645542
Zamboanga Del Sur,2013,7,0.1272903
Dinagat,2013,7,0.167291931
Surigao Del Norte,2013,7,0.233497091
Maguindanao,2013,7,0.065218674
Shariff Kabunsuan,2013,7,0.127795201
Abra,2013,7,-0.049860072
Apayao,2013,7,-0.06498693
Benguet,2013,7,0.248015269
Ifugao,2013,7,-0.047492536
Kalinga,2013,7,-0.021815978
Mountain Province,2013,7,-0.053812184
Metropolitan Manila,2013,7,0.283469662
Ilocos Norte,2013,7,-0.012958348
Ilocos Sur,2013,7,0.05060081
La Union,2013,7,0.159497034
Pangasinan,2013,7,0.146752226
Batanes,2013,7,-0.034427783
Cagayan,2013,7,0.034875644
Isabela,2013,7,0.060267192
Nueva Vizcaya,2013,7,-0.029129089
Quirino,2013,7,0.020185128
Albay,2013,7,0.209902091
Camarines Norte,2013,7,0.070717766
Camarines Sur,2013,7,0.126452249
Catanduanes,2013,7,0.071703304
Masbate,2013,7,0.109375587
Sorsogon,2013,7,0.118552273
Aklan,2013,7,0.017457132
Antique,2013,7,0.029295312
Capiz,2013,7,0.017784664
Negros Occidental,2013,7,0.118948352
Bohol,2013,7,0.165816397
Cebu,2013,7,0.570202161
Negros Oriental,2013,7,0.154503477
Siquijor,2013,7,0.020493664
Eastern Samar,2013,7,0.061260574
Northern Samar,2013,7,0.070328174
Southern Leyte,2013,7,0.108334512
Samar,2013,7,0.06040166
Agusan Del Norte,2013,7,0.168702564
Agusan Del Sur,2013,7,0.114830298
Surigao Del Sur,2013,7,0.10396051
Lanao Del Sur,2013,7,0.135777518
Sulu,2013,7,0.07563236
Tawi-tawi,2013,7,0.001597284
Basilan,2013,7,0.028458639
Zamboanga Del Norte,2013,7,0.025740074
Bukidnon,2013,7,0.151790663
Camiguin,2013,7,0.128268262
Misamis Occidental,2013,7,0.058520113
Misamis Oriental,2013,7,0.381757192
Lanao Del Norte,2013,7,0.106791935
Davao Del Sur,2013,7,0.536302293
Davao Oriental,2013,7,0.041215713
North Cotabato,2013,7,0.080286356
Sultan Kudarat,2013,7,0.07629758
Bataan,2013,7,0.071917179
Bulacan,2013,7,0.020671089
Nueva Ecija,2013,7,0.0309856
Pampanga,2013,7,0.791634698
Tarlac,2013,7,0.249664022
Zambales,2013,7,-0.013508456
Aurora,2013,7,-0.0134364
Batangas,2013,7,0.196233724
Cavite,2013,7,0.100025384
Laguna,2013,7,0.154316946
Quezon,2013,7,0.059848572
Rizal,2013,7,0.080058742
Marinduque,2013,7,0.033892612
Mindoro Occidental,2013,7,0.038057491
Mindoro Oriental,2013,7,-0.013955697
Palawan,2013,7,0.028272741
Romblon,2013,7,-0.044692543
Guimaras,2013,8,0.04625436
Iloilo,2013,8,0.169386764
Biliran,2013,8,0.148705896
Leyte,2013,8,0.214686939
Saranggani,2013,8,-0.014354586
South Cotabato,2013,8,0.360688308
Compostela,2013,8,0.11798629
Davao del Norte,2013,8,0.249330454
Zamboanga Sibugay,2013,8,0.027287262
Zamboanga Del Sur,2013,8,0.142848591
Dinagat,2013,8,0.159685474
Surigao Del Norte,2013,8,0.208255666
Maguindanao,2013,8,0.068757443
Shariff Kabunsuan,2013,8,0.096641158
Abra,2013,8,0.063264831
Apayao,2013,8,0.048851262
Benguet,2013,8,0.396899074
Ifugao,2013,8,0.07449495
Kalinga,2013,8,0.084611653
Mountain Province,2013,8,0.061126378
Metropolitan Manila,2013,8,3.599360741
Ilocos Norte,2013,8,0.119236164
Ilocos Sur,2013,8,0.076580476
La Union,2013,8,0.097392598
Pangasinan,2013,8,0.108271433
Batanes,2013,8,0.075074109
Cagayan,2013,8,0.050791996
Isabela,2013,8,0.072571888
Nueva Vizcaya,2013,8,0.013147089
Quirino,2013,8,-0.002256245
Albay,2013,8,0.18217615
Camarines Norte,2013,8,0.095168321
Camarines Sur,2013,8,0.171035819
Catanduanes,2013,8,0.085402925
Masbate,2013,8,0.118377931
Sorsogon,2013,8,0.138927878
Aklan,2013,8,0.074558045
Antique,2013,8,0.039148275
Capiz,2013,8,0.085227789
Negros Occidental,2013,8,0.227923191
Bohol,2013,8,0.120879204
Cebu,2013,8,0.829795414
Negros Oriental,2013,8,0.069549431
Siquijor,2013,8,0.004924774
Eastern Samar,2013,8,0.098090846
Northern Samar,2013,8,0.118842634
Southern Leyte,2013,8,0.107892425
Samar,2013,8,0.109566382
Agusan Del Norte,2013,8,0.156680726
Agusan Del Sur,2013,8,0.088990648
Surigao Del Sur,2013,8,0.107599537
Lanao Del Sur,2013,8,0.114080189
Sulu,2013,8,0.018287908
Tawi-tawi,2013,8,-0.015985688
Basilan,2013,8,0.011842494
Zamboanga Del Norte,2013,8,0.047513553
Bukidnon,2013,8,0.124434486
Camiguin,2013,8,0.088159703
Misamis Occidental,2013,8,0.115363182
Misamis Oriental,2013,8,0.498689556
Lanao Del Norte,2013,8,0.17129648
Davao Del Sur,2013,8,0.536555338
Davao Oriental,2013,8,0.051229187
North Cotabato,2013,8,0.071502657
Sultan Kudarat,2013,8,0.036610894
Bataan,2013,8,0.051238631
Bulacan,2013,8,0.033367088
Nueva Ecija,2013,8,0.013832469
Pampanga,2013,8,0.263355979
Tarlac,2013,8,0.106981914
Zambales,2013,8,0.033004919
Aurora,2013,8,0.005247344
Batangas,2013,8,0.114149729
Cavite,2013,8,0.478401908
Laguna,2013,8,0.209840154
Quezon,2013,8,0.082703234
Rizal,2013,8,0.267424098
Marinduque,2013,8,0.007119846
Mindoro Occidental,2013,8,0.042025342
Mindoro Oriental,2013,8,0.075301677
Palawan,2013,8,0.009726481
Romblon,2013,8,0.042541114
Guimaras,2013,9,0.023810752
Iloilo,2013,9,0.153177046
Biliran,2013,9,0.069359981
Leyte,2013,9,0.162154174
Saranggani,2013,9,0.025592468
South Cotabato,2013,9,0.291916155
Compostela,2013,9,0.063335938
Davao del Norte,2013,9,0.19673878
Zamboanga Sibugay,2013,9,0.007751821
Zamboanga Del Sur,2013,9,0.139801661
Dinagat,2013,9,0.096432834
Surigao Del Norte,2013,9,0.136288334
Maguindanao,2013,9,0.045075862
Shariff Kabunsuan,2013,9,0.068742375
Abra,2013,9,0.073145544
Apayao,2013,9,0.090254322
Benguet,2013,9,0.31627643
Ifugao,2013,9,0.077494336
Kalinga,2013,9,0.087525562
Mountain Province,2013,9,0.077618787
Metropolitan Manila,2013,9,13.1580742
Ilocos Norte,2013,9,0.160966341
Ilocos Sur,2013,9,0.138395314
La Union,2013,9,0.225782054
Pangasinan,2013,9,0.186747777
Batanes,2013,9,0.083946307
Cagayan,2013,9,0.116466947
Isabela,2013,9,0.120236873
Nueva Vizcaya,2013,9,0.076629141
Quirino,2013,9,0.0769952
Albay,2013,9,0.168813557
Camarines Norte,2013,9,0.093661153
Camarines Sur,2013,9,0.109352013
Catanduanes,2013,9,0.048935618
Masbate,2013,9,0.058494296
Sorsogon,2013,9,0.096771864
Aklan,2013,9,0.077176013
Antique,2013,9,0.062193098
Capiz,2013,9,0.06662185
